,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
4742,14,2019,117990,1,11936,3,145,21.4,5.2
1037,9,2019,23896,3,8654,3,145,40.9,1.5
1036,26,2019,30766,3,5154,3,145,37.2,2.0
1035,1,2019,19990,2,5432,3,145,47.9,1.0
1034,3,2019,21996,2,2578,1,145,51.4,1.6
1033,4,2019,35888,1,5432,3,145,36.2,2.0
1032,4,2019,27444,1,5432,1,145,47.1,2.0
1031,1,2019,19751,2,5432,3,145,47.9,1.0
1030,6,2019,32000,1,4432,1,145,47.9,2.0
1046,6,2019,27795,1,1282,1,145,47.9,2.0
1063,4,2019,39996,1,12335,1,145,40.4,3.0
970,1,2019,26011,3,1000,3,145,44.1,1.0
968,6,2019,30861,1,1000,1,145,47.9,2.0
5314,10,2019,26990,2,5000,1,145,42.8,2.0
5313,5,2019,31990,1,1585,3,145,37.2,2.0
5312,26,2019,31990,1,5000,3,145,37.2,2.0
899,1,2019,23495,2,1041,3,145,45.6,1.5
898,4,2019,30995,1,4598,3,145,38.2,2.0
897,3,2019,34995,3,1054,3,145,34.5,2.0
5311,11,2019,35990,1,5000,1,145,38.2,2.0
895,9,2019,28495,3,2145,1,145,46.3,2.0
5310,10,2019,26990,2,1213,1,145,42.8,2.0
5309,8,2019,50990,1,5000,1,145,40.4,3.0
5308,11,2019,31490,1,3283,1,145,39.2,2.0
902,10,2019,40995,1,9029,3,145,31.4,2.0
890,3,2019,21450,1,5793,1,145,52.3,1.6
5307,3,2019,24990,1,6000,3,145,44.1,1.5
885,9,2019,23995,1,7945,1,145,47.9,1.6
884,9,2019,26995,3,6070,3,145,40.9,1.5
883,9,2019,25444,3,4917,3,145,40.9,1.5
882,6,2019,37000,3,2271,3,145,34.0,2.0
873,3,2019,21888,2,5150,1,145,52.3,1.6
872,9,2019,28888,3,4201,3,145,33.2,2.0
871,3,2019,22888,3,6018,3,145,40.9,2.0
870,3,2019,21288,2,6238,1,145,51.4,1.6
869,3,2019,21288,2,4538,1,145,51.4,1.6
868,3,2019,21488,2,6350,1,145,54.3,2.0
889,9,2019,24888,2,3897,3,145,39.2,1.5
969,9,2019,26508,2,15,3,145,40.9,1.5
4756,11,2019,51990,3,2901,1,145,34.5,3.0
907,1,2019,20500,3,5676,3,145,47.1,1.0
967,11,2019,31998,3,100,3,145,33.2,2.0
965,5,2019,28990,3,3065,3,145,39.8,2.0
4750,3,2019,18490,2,7200,1,145,51.4,1.6
963,4,2019,22288,2,5654,3,145,39.2,2.0
958,9,2019,20498,3,5662,1,145,47.9,1.6
956,6,2019,30864,3,1000,1,145,47.9,2.0
955,10,2019,36497,1,1000,1,145,47.1,2.0
5328,3,2019,18830,2,9640,3,145,42.8,1.5
954,11,2019,35995,3,4770,1,145,38.2,2.0
5327,9,2019,21286,2,723,1,145,49.6,1.6
5326,9,2019,20834,2,5880,1,145,49.6,1.6
5316,10,2019,25950,2,1000,3,145,40.9,1.5
5325,26,2019,32170,1,14311,3,145,34.0,2.0
5320,3,2019,21586,1,14670,3,145,42.2,1.5
5319,9,2019,25354,3,1947,1,145,44.8,1.6
5318,9,2019,21800,2,1000,1,145,49.6,1.6
924,3,2019,19888,1,8274,3,145,45.6,1.0
921,9,2019,20498,3,7779,1,150,47.9,1.6
5317,9,2019,21900,2,1000,1,145,49.6,1.6
914,10,2019,26846,2,2362,1,145,42.8,2.0
913,4,2019,26588,3,5130,3,145,38.7,2.0
912,10,2019,30543,3,13433,3,145,31.7,2.0
910,11,2019,34998,3,44,3,145,32.1,2.0
908,11,2019,36888,3,3263,1,145,38.2,2.0
5323,6,2019,30886,3,2596,1,145,47.9,2.0
1065,6,2019,38444,3,5432,3,150,34.0,2.0
5355,4,2019,23990,2,6267,3,145,38.2,2.0
1071,12,2019,45251,3,17003,1,150,32.8,3.0
9562,1,2019,23290,1,5000,3,145,40.9,2.0
9563,5,2019,30990,2,10,3,145,37.7,2.0
9564,5,2019,30990,2,10,3,145,37.2,2.0
9566,12,2019,44750,1,7872,1,145,33.2,3.0
9567,5,2019,28950,1,3153,1,145,48.7,2.0
9568,5,2019,28450,1,6129,1,145,48.7,2.0
5375,10,2019,26946,3,15811,3,145,38.2,1.5
4736,12,2019,48266,1,7511,1,145,32.8,3.0
9574,9,2019,20450,2,6750,3,150,42.8,1.5
5373,3,2019,20006,1,4007,1,145,70.6,1.6
9580,9,2019,30950,1,5204,3,145,33.2,2.0
9561,9,2019,24490,2,5000,1,145,49.6,1.6
9581,10,2019,28750,2,3457,3,145,39.8,1.5
9583,4,2019,28450,1,3629,1,145,44.8,2.0
9584,5,2019,25950,1,4074,1,145,51.4,2.0
9586,16,2019,59450,1,5159,3,145,29.1,2.9
5371,3,2019,21010,1,21274,3,145,40.4,2.0
9588,10,2019,27950,2,2506,3,145,40.9,1.5
9589,10,2019,28250,2,1534,3,145,40.9,1.5
5370,1,2019,20026,1,7000,3,145,47.1,1.0
5879,3,2019,21890,2,1489,1,145,51.4,1.6
1135,4,2019,46888,1,3988,1,145,39.2,3.0
1134,11,2019,38000,3,4433,3,145,32.1,2.0
1133,10,2019,32500,1,4432,3,145,31.4,2.0
9582,10,2019,28450,1,3878,1,145,47.1,2.0
9597,10,2019,28490,2,10,1,145,42.8,2.0
5376,4,2019,22340,2,10606,3,145,39.2,2.0
5377,4,2019,25290,1,4598,1,145,45.6,2.0
9530,11,2019,38490,1,10200,1,145,38.2,2.0
9531,5,2019,27999,1,9150,3,145,39.8,2.0
1173,3,2019,20991,3,15147,3,145,42.2,1.5
5384,4,2019,27160,3,17790,1,145,47.9,2.0
1170,10,2019,31996,3,1500,3,145,31.4,2.0
1169,9,2019,18896,2,5988,1,145,49.6,1.6
5383,7,2019,31720,1,15302,1,145,47.1,2.0
9537,11,2019,32490,1,10499,1,145,38.2,2.0
9538,6,2019,31990,1,3225,1,145,39.8,3.0
9539,10,2019,38250,1,2673,1,145,45.6,2.0
5382,10,2019,25380,3,11614,1,145,48.7,2.0
1150,9,2019,19991,2,6190,3,145,47.1,1.0
1164,9,2019,24756,2,4512,3,145,39.2,1.5
9545,4,2019,28490,1,2000,1,145,44.8,2.0
1161,1,2019,18990,1,4445,3,145,46.3,1.0
1160,9,2019,22896,3,2243,3,145,40.9,1.5
5380,8,2019,42989,1,5000,3,145,37.7,3.0
9549,10,2019,29995,2,10,3,145,39.8,1.5
9550,10,2019,29995,2,10,3,145,39.8,1.5
9551,10,2019,28490,2,2688,1,145,42.8,2.0
9552,11,2019,39990,1,2632,1,145,38.2,2.0
9553,1,2019,18950,1,3651,3,150,47.9,1.0
4734,12,2019,58216,1,3052,1,145,33.2,3.0
1154,10,2019,29991,2,1676,3,150,40.9,1.5
1163,13,2019,63796,1,6878,1,145,32.8,3.0
9598,10,2019,27490,2,10,3,145,40.9,1.5
9599,4,2019,25450,1,9633,3,145,38.7,2.0
9600,8,2019,44950,1,8076,3,145,28.8,3.0
1101,9,2019,26888,1,2197,1,145,47.9,2.0
1100,3,2019,23256,3,3434,1,145,51.4,2.0
1099,3,2019,18696,2,4567,3,145,44.8,1.5
1098,9,2019,19991,2,4538,3,145,47.1,1.0
1097,3,2019,17756,3,5432,1,145,54.3,1.6
9645,10,2019,27950,1,9859,1,145,47.1,2.0
5362,11,2019,33094,3,5291,1,145,38.2,2.0
9647,5,2019,32450,1,3306,1,145,51.4,2.0
9648,5,2019,32950,1,2000,1,145,45.6,2.0
9649,5,2019,30950,1,615,1,145,51.4,2.0
9651,1,2019,23450,1,3700,3,145,40.9,2.0
9638,6,2019,32750,1,8305,1,145,39.8,3.0
9652,10,2019,29450,2,2298,1,145,42.8,2.0
5361,11,2019,31324,3,2860,1,145,39.2,2.0
1085,9,2019,24496,3,3402,3,145,40.9,1.5
5360,9,2019,28856,1,5605,3,145,33.2,2.0
1080,3,2019,23888,2,4321,3,145,44.1,1.5
1079,10,2019,32888,1,4432,3,145,31.4,2.0
1078,5,2019,32444,1,5432,1,145,45.6,2.0
1077,13,2019,56996,1,8787,1,145,32.8,3.0
1076,3,2019,23888,1,4444,3,145,44.1,1.5
1074,10,2019,26990,2,1496,1,145,42.8,2.0
1073,1,2019,23444,3,5432,3,145,44.8,1.0
1072,5,2019,34444,3,5432,3,150,36.7,2.0
9653,7,2019,35950,1,978,1,145,48.7,2.0
1102,9,2019,20251,2,985,1,145,49.6,1.6
1103,4,2019,27444,1,6458,1,145,47.1,2.0
9635,3,2019,24750,1,2500,1,145,52.3,1.6
9601,4,2019,26250,1,8299,1,145,50.4,2.0
1132,4,2019,25999,1,5432,1,145,50.4,2.0
1131,10,2019,32500,3,4444,1,145,38.7,2.0
1130,9,2019,23756,2,4321,3,145,43.5,1.5
9605,10,2019,27950,1,13639,3,145,38.2,1.5
1129,10,2019,33888,1,2590,3,145,31.4,2.0
4737,9,2019,24490,2,6500,3,145,39.2,1.5
5368,9,2019,21482,2,1998,1,145,49.6,1.6
5367,9,2019,21172,2,5999,1,145,49.6,1.6
5366,9,2019,21262,2,4868,1,145,49.6,1.6
5365,11,2019,34452,3,6831,1,145,38.2,2.0
1126,11,2019,31496,1,4567,1,145,38.2,2.0
1125,11,2019,35496,1,4567,1,145,38.2,2.0
9615,12,2019,45990,1,6331,1,145,33.2,3.0
9616,5,2019,27490,1,6445,1,145,48.7,2.0
9617,9,2019,21990,2,13,1,145,49.6,1.6
1123,9,2019,19991,2,3358,3,145,47.1,1.0
5364,11,2019,32576,3,6024,1,145,38.2,2.0
5363,9,2019,19806,2,6771,1,145,49.6,1.6
1113,7,2019,49496,3,2055,1,150,35.8,3.0
9630,10,2019,29450,2,1459,3,145,39.8,1.5
9631,10,2019,29250,2,1720,3,145,39.8,1.5
1106,1,2019,21251,2,5432,3,145,47.9,1.0
1105,1,2019,22444,2,5432,3,145,47.9,1.0
1104,11,2019,44990,1,6565,2,135,117.7,2.0
5306,10,2019,27250,2,2485,3,145,39.8,1.5
866,1,2019,21490,2,1565,3,145,47.9,1.0
4759,1,2019,18690,2,8350,3,145,46.3,1.5
859,10,2019,34995,1,7126,3,145,32.1,2.0
644,11,2019,36995,3,4125,1,145,38.2,2.0
5228,3,2019,24490,3,5523,3,150,42.2,1.5
5227,3,2019,22290,2,4533,3,150,42.2,1.5
5226,6,2019,34990,3,5301,1,150,39.2,3.0
5225,3,2019,21490,3,12152,3,150,42.2,1.5
4793,10,2019,32990,1,2743,3,145,32.1,2.0
5222,3,2019,21490,1,15116,3,145,42.2,1.5
5217,3,2019,24990,3,5874,1,145,50.4,2.0
5216,10,2019,28990,1,5454,1,145,47.1,2.0
4798,10,2019,28990,1,6000,1,145,48.7,2.0
10001,12,2019,43000,1,8824,1,150,33.2,3.0
645,10,2019,34995,3,4000,3,145,31.7,2.0
4799,10,2019,26990,2,5000,1,145,42.8,2.0
626,6,2019,34995,1,5565,1,145,47.9,2.0
625,10,2019,35995,2,5356,1,145,40.9,2.0
624,4,2019,37995,1,8235,1,145,44.1,2.0
623,9,2019,23995,1,5859,1,145,47.9,1.6
5211,11,2019,33950,3,2192,1,145,38.2,2.0
620,3,2019,18995,3,10522,3,145,43.5,1.5
5210,3,2019,26290,3,3345,1,145,51.4,2.0
4800,26,2019,36990,1,9081,3,145,35.3,2.0
10020,10,2019,26500,1,12190,3,150,38.2,1.5
4801,13,2019,64990,1,6000,1,145,32.8,3.0
5204,10,2019,30990,1,6681,1,145,38.7,2.0
628,9,2019,26495,2,2940,3,145,39.2,1.5
4802,1,2019,21490,3,6000,3,145,40.9,2.0
9986,11,2019,30000,1,10021,1,145,39.2,2.0
646,11,2019,38495,3,5123,1,145,38.2,2.0
4792,11,2019,29975,1,6000,1,145,39.2,2.0
5233,3,2019,25950,3,7261,1,145,51.4,2.0
5232,4,2019,26750,1,4214,1,145,49.6,2.0
659,11,2019,35995,1,7256,1,145,38.2,2.0
652,3,2019,22995,1,10434,3,145,42.2,1.5
651,11,2019,36995,1,11565,1,145,38.2,2.0
9965,3,2019,22490,2,3200,3,145,42.2,1.5
9966,11,2019,33000,1,7500,1,145,38.2,2.0
5231,3,2019,22950,1,6605,1,145,51.4,2.0
5230,11,2019,31950,3,11296,1,150,38.2,2.0
9969,11,2019,33000,1,9843,1,145,38.2,2.0
9985,4,2019,43000,1,4650,1,145,40.9,3.0
9970,11,2019,32250,1,13683,1,145,38.2,2.0
648,5,2019,34995,1,6500,1,145,46.3,2.0
9973,3,2019,23000,2,5096,1,145,51.4,1.6
9974,10,2019,28000,2,85,1,150,40.9,2.0
9975,10,2019,29000,1,14430,3,150,31.7,2.0
9976,10,2019,28900,1,16363,3,150,31.7,2.0
9977,10,2019,27500,1,7626,1,150,47.1,2.0
647,4,2019,43495,1,5000,1,145,40.9,3.0
9980,6,2019,28000,1,4887,1,145,47.9,2.0
9981,4,2019,31495,1,8450,1,145,44.8,2.0
9982,10,2019,24500,2,10881,3,145,40.9,1.5
9983,3,2019,21000,2,12800,1,145,52.3,1.6
5229,10,2019,27950,3,1701,1,150,48.7,2.0
614,1,2019,23995,2,3232,3,145,50.4,1.0
4803,10,2019,24990,2,5000,3,145,40.9,1.5
610,5,2019,24498,3,50,3,145,40.4,2.0
5171,10,2019,32082,2,6000,3,145,40.9,1.5
10065,10,2019,30000,1,5746,3,150,31.7,2.0
10066,10,2019,28000,1,4398,1,150,40.9,2.0
10067,3,2019,30000,1,289,3,150,34.9,2.0
10068,11,2019,34890,1,3704,1,150,38.2,2.0
10069,8,2019,45000,1,6269,1,145,38.7,3.0
10070,8,2019,44490,1,12009,1,145,38.7,3.0
5170,9,2019,23490,2,822,3,145,44.8,1.5
546,5,2019,30728,3,5712,1,145,51.4,2.0
5169,1,2019,20595,2,6000,3,145,47.9,1.0
10074,11,2019,32500,1,175,1,150,38.2,2.0
5174,10,2019,38990,1,3000,3,145,32.1,2.0
5168,10,2019,40990,1,500,3,145,31.0,2.0
10078,11,2019,35390,1,4537,1,150,38.2,2.0
538,12,2019,49990,3,28,1,145,33.6,3.0
537,4,2019,37560,3,5201,1,145,44.1,2.0
10081,9,2019,19790,2,3555,1,145,49.6,1.6
10082,10,2019,25690,1,5195,1,145,48.7,2.0
536,5,2019,27022,3,3256,3,145,40.4,2.0
4820,3,2019,23990,3,8473,3,150,41.5,1.5
10085,11,2019,57895,1,1255,1,145,32.5,3.0
535,5,2019,30197,3,5210,3,145,39.8,2.0
534,5,2019,30719,3,4520,3,145,39.8,2.0
10089,12,2019,53000,1,12336,1,145,32.1,3.0
5167,9,2019,25490,2,6000,3,145,43.5,1.5
10062,4,2019,26000,1,4396,1,150,44.8,2.0
10061,3,2019,32500,1,411,3,150,34.9,2.0
10060,11,2019,36000,1,10189,1,150,38.2,2.0
4804,6,2019,27990,1,7400,1,145,50.4,2.0
4805,3,2019,18490,2,100,1,145,51.4,1.6
5196,9,2019,22453,2,7462,3,150,42.8,1.5
5195,1,2019,21490,3,11310,3,150,47.1,1.0
594,4,2019,39995,3,2703,1,145,40.9,3.0
593,3,2019,31795,3,3036,3,145,34.5,2.0
4808,26,2019,48990,3,2000,3,145,31.0,2.5
10040,9,2019,24000,1,5775,3,150,40.9,1.5
582,9,2019,25998,3,79,1,150,46.3,2.0
4811,4,2019,26490,2,5000,3,145,38.2,2.0
4812,5,2019,32990,1,5000,1,145,50.4,2.0
4813,9,2019,24990,3,6042,3,145,42.2,1.5
4814,3,2019,22490,2,5000,3,145,42.8,1.5
4815,11,2019,31490,1,5000,1,145,39.2,2.0
572,3,2019,24998,3,6266,3,145,38.2,2.0
4816,10,2019,28990,3,3027,1,145,47.1,2.0
5180,6,2019,28990,1,11000,1,145,50.4,2.0
558,13,2019,48995,3,4488,1,145,33.6,3.0
556,9,2019,25995,2,1592,3,145,39.2,1.5
5179,10,2019,27990,2,5000,3,145,39.8,1.5
5178,26,2019,26990,2,2500,3,145,38.2,2.0
5177,26,2019,27990,1,5000,3,145,35.3,2.0
10057,10,2019,26250,1,4694,1,145,47.1,2.0
5176,10,2019,26990,2,4500,1,145,42.8,2.0
5175,9,2019,24479,2,3561,3,145,43.5,1.5
664,4,2019,25995,2,7422,3,145,39.2,2.0
9528,11,2019,33990,1,220,1,145,39.2,2.0
9957,9,2019,24500,1,6379,3,150,40.9,1.5
667,3,2019,19995,2,12785,3,145,42.8,1.5
789,5,2019,25998,3,24608,3,145,39.8,2.0
788,4,2019,18998,2,2069,3,145,41.5,2.0
4778,7,2019,42990,3,259,1,145,38.2,3.0
778,9,2019,25998,3,17,1,145,46.3,2.0
777,4,2019,24998,3,13009,3,145,38.2,2.0
776,4,2019,24998,3,12853,3,145,38.2,2.0
5275,12,2019,45990,3,11475,1,145,33.2,3.0
5274,9,2019,29990,1,5113,3,145,33.2,2.0
5273,9,2019,23990,2,4484,3,145,39.2,1.5
769,6,2019,46000,1,6606,1,145,36.2,3.0
768,5,2019,27995,3,21480,1,145,48.7,2.0
4777,11,2019,33490,1,5000,1,145,38.2,2.0
5272,4,2019,23990,2,5000,3,145,38.2,2.0
764,9,2019,22495,2,1000,1,145,49.6,1.6
763,9,2019,23374,2,1000,1,145,49.6,1.6
762,9,2019,23995,2,4430,3,145,40.9,1.5
761,6,2019,31500,1,2408,1,145,50.4,2.0
760,12,2019,49995,1,5558,1,145,33.6,3.0
759,11,2019,35995,1,4326,1,145,38.2,2.0
758,4,2019,25995,3,7447,1,145,47.9,2.0
757,7,2019,41495,1,6112,1,145,38.7,3.0
756,5,2019,29000,3,6452,3,145,40.4,2.0
4780,3,2019,24990,2,6000,3,145,43.5,1.5
753,7,2019,42500,1,4288,1,145,38.2,3.0
5270,3,2019,32111,3,3877,3,150,34.9,2.0
752,4,2019,23995,1,5363,3,145,39.8,2.0
4776,9,2019,26990,1,5000,1,145,46.3,2.0
4775,11,2019,33490,1,5000,1,145,38.2,2.0
858,1,2019,24495,3,4634,3,145,40.9,2.0
857,3,2019,23495,1,7378,1,145,52.3,1.6
856,9,2019,28495,1,3381,3,145,40.9,1.5
855,3,2019,33995,3,3243,3,145,34.5,2.0
854,10,2019,30995,2,4173,1,145,40.9,2.0
853,9,2019,28495,1,1442,3,145,40.9,1.5
852,10,2019,29995,1,4384,3,145,38.2,1.5
851,9,2019,22995,1,2402,1,145,47.9,1.6
850,3,2019,19995,2,7307,1,145,51.4,1.6
5300,1,2019,18611,2,7694,3,150,50.4,1.0
4763,11,2019,34490,1,6000,1,145,38.2,2.0
5281,9,2019,23990,1,6994,3,145,42.8,1.5
5298,3,2019,19111,3,10325,1,150,54.3,1.6
833,9,2019,31888,3,3481,3,150,33.2,2.0
4765,5,2019,31990,1,5000,1,145,47.1,2.0
4766,10,2019,28990,1,6000,1,145,47.1,2.0
830,1,2019,20350,2,2065,3,145,46.3,1.5
5292,10,2019,27495,3,14000,1,145,47.1,2.0
819,10,2019,29695,1,8849,1,145,47.1,2.0
4767,26,2019,29975,1,6000,3,145,38.7,2.0
5286,3,2019,33990,3,4290,3,145,34.9,2.0
5285,6,2019,27990,1,6000,1,145,50.4,2.0
5284,12,2019,45990,1,8500,1,145,33.2,3.0
5283,9,2019,23990,1,1453,3,145,42.8,1.5
4764,10,2019,24990,2,5000,3,145,40.9,1.5
751,4,2019,26495,2,6768,1,145,74.3,2.0
5268,4,2019,43541,3,6339,1,150,39.2,3.0
748,6,2019,31000,1,1000,1,145,50.4,2.0
5251,26,2019,31990,1,3871,3,145,34.0,2.0
9925,12,2019,47200,1,2355,1,150,32.8,3.0
9926,3,2019,24000,1,14391,3,150,44.1,1.5
9927,4,2019,26000,1,10254,1,150,49.6,2.0
9928,4,2019,25000,1,3306,1,150,55.4,2.0
5250,5,2019,34950,3,3760,1,145,44.8,2.0
5248,11,2019,36990,3,6941,3,145,32.1,2.0
697,1,2019,19995,2,2235,3,150,49.6,1.0
696,13,2019,83995,3,5978,1,150,30.7,4.0
695,10,2019,38995,3,4436,3,150,32.1,2.0
694,6,2019,25998,3,19118,1,145,47.9,2.0
9923,12,2019,45800,1,10035,1,145,32.8,3.0
5247,11,2019,33290,3,5940,1,145,38.2,2.0
5243,5,2019,27995,1,8000,1,145,48.7,2.0
5242,4,2019,26950,1,6000,3,145,38.2,2.0
682,9,2019,28995,3,1296,3,150,34.5,2.0
681,16,2019,52995,3,8503,1,150,33.6,2.9
9944,9,2019,20500,2,6652,1,145,49.6,1.6
9946,1,2019,23000,1,4846,3,150,44.8,1.5
673,3,2019,19495,2,3265,3,145,47.1,1.0
672,11,2019,34995,1,6400,1,145,38.2,2.0
670,4,2019,29995,1,13690,1,145,47.9,2.0
669,5,2019,36995,1,9256,1,145,45.6,2.0
668,6,2019,42995,1,7486,1,145,39.2,3.0
5244,5,2019,27995,1,5000,3,145,40.4,2.0
9921,6,2019,27000,1,8472,1,150,50.4,2.0
5252,10,2019,28900,3,6366,3,145,32.5,2.0
5253,4,2019,26495,3,9662,1,145,45.6,2.0
747,11,2019,37395,1,1000,1,145,38.2,2.0
746,11,2019,36202,1,1000,1,145,39.2,2.0
745,6,2019,32494,1,2394,1,145,50.4,2.0
5265,10,2019,30450,3,8761,3,145,31.7,2.0
742,11,2019,33995,3,6412,1,145,39.2,2.0
5264,10,2019,30450,3,12244,3,145,31.7,2.0
736,5,2019,31695,1,4693,1,145,47.1,2.0
735,6,2019,32250,1,238,1,145,47.9,2.0
734,11,2019,30995,1,8744,1,145,39.2,2.0
733,11,2019,31500,1,3185,1,145,39.2,2.0
5263,3,2019,22990,3,15202,3,145,41.5,1.5
730,5,2019,31995,1,1000,3,145,40.4,2.0
729,9,2019,29809,1,1000,1,145,46.3,2.0
728,3,2019,21995,1,5450,3,145,44.8,1.5
727,9,2019,22495,2,1000,1,145,49.6,1.6
5262,3,2019,22690,1,9818,3,145,42.2,1.5
5261,10,2019,29850,3,15648,3,145,31.7,2.0
5257,26,2019,24990,3,3774,3,145,40.9,2.0
721,6,2019,41995,3,8060,1,145,37.7,3.0
720,1,2019,23995,3,1952,3,145,44.1,1.0
4784,3,2019,22990,2,6000,1,145,52.3,1.6
5254,3,2019,23450,3,10122,3,145,41.5,1.5
717,10,2019,38995,1,4304,1,145,37.7,2.0
716,4,2019,28995,3,4708,1,145,49.6,2.0
714,11,2019,35995,1,7093,1,145,38.2,2.0
666,10,2019,38995,3,5454,3,145,30.7,2.0
5880,5,2019,29250,1,11128,3,145,39.8,2.0
8609,4,2019,26750,1,9970,1,150,49.6,2.0
8462,7,2019,29930,1,13450,1,140,52.3,3.0
7303,4,2019,28000,2,3000,3,145,39.2,2.0
3847,11,2019,41000,3,4647,3,145,32.1,2.0
3846,1,2019,19850,3,2969,3,145,47.9,1.0
7306,5,2019,29400,3,10654,3,150,39.8,2.0
7307,10,2019,33400,3,7021,3,150,31.7,2.0
7309,1,2019,22600,3,2297,3,150,44.8,1.5
6336,10,2019,26750,2,2200,3,145,39.8,1.5
3840,1,2019,18500,2,3500,3,150,51.4,1.0
7315,3,2019,25500,2,5000,1,145,51.4,1.6
7316,9,2019,24500,2,3000,1,145,47.9,1.6
7317,9,2019,23000,2,3000,1,145,49.6,1.6
7318,11,2019,37000,1,3000,3,145,32.1,2.0
7319,3,2019,32900,3,2470,3,150,34.9,2.0
3837,3,2019,23450,2,4705,1,145,51.4,1.6
7321,1,2019,22900,3,5074,3,150,40.9,2.0
7322,3,2019,31600,3,7214,3,150,34.5,2.0
7323,3,2019,26400,3,6279,3,150,44.1,1.5
7324,26,2019,32400,2,7045,3,150,34.9,2.0
7325,1,2019,16690,2,9600,3,150,52.3,1.0
7326,11,2019,35490,3,6000,1,150,38.2,2.0
6335,4,2019,24250,1,4601,1,145,51.4,2.0
7328,10,2019,24990,3,13456,3,145,39.2,1.5
7329,5,2019,33990,3,7000,3,145,39.2,2.0
7302,6,2019,52000,1,3000,1,145,35.8,3.0
7301,9,2019,21500,2,3000,1,145,49.6,1.6
7300,4,2019,30500,1,6000,3,145,40.9,2.0
7299,5,2019,33500,1,6000,3,145,39.2,2.0
7272,10,2019,32990,3,5737,3,145,32.1,2.0
6343,4,2019,29900,1,5485,3,145,35.8,2.0
4389,4,2019,25850,1,3957,3,145,38.2,2.0
3866,12,2019,46000,1,9159,1,145,33.2,3.0
3865,6,2019,30500,1,7200,1,145,47.9,2.0
7278,26,2019,38000,3,3000,3,145,34.0,2.0
3864,6,2019,30500,1,9000,1,145,47.9,2.0
3863,17,2019,56000,1,6500,3,145,30.1,2.9
7281,3,2019,24500,1,5000,3,145,40.4,2.0
7282,9,2019,20600,2,3000,3,145,47.1,1.0
3862,4,2019,32000,1,5000,1,145,44.1,2.0
7330,5,2019,24990,3,1000,3,145,40.4,2.0
3861,4,2019,26000,2,5200,3,145,39.2,2.0
7286,11,2019,47990,3,5209,1,145,34.5,3.0
7287,3,2019,22990,3,5711,3,145,41.5,1.5
6339,5,2019,35900,1,4896,1,145,50.4,2.0
6338,6,2019,31750,1,9756,1,145,45.6,2.0
3854,5,2019,33499,3,8053,1,150,44.8,2.0
3852,5,2019,25000,3,11674,3,150,37.7,2.0
6337,10,2019,28595,2,1793,1,145,40.9,2.0
3849,26,2019,32000,3,2387,3,145,40.9,2.0
7296,12,2019,66000,1,5000,1,145,33.2,3.0
7297,11,2019,36000,1,3000,1,145,38.2,2.0
7298,26,2019,28000,1,3000,3,145,39.8,2.0
4390,4,2019,29450,1,2453,1,145,47.9,2.0
7271,1,2019,23490,3,2568,3,145,44.8,1.5
7331,10,2019,25490,2,10200,3,150,40.9,1.5
7335,11,2019,38000,3,5700,1,145,38.2,2.0
7368,5,2019,29990,3,11000,1,145,48.7,2.0
7369,5,2019,27990,3,2000,1,145,46.3,2.0
7370,6,2019,34990,3,9000,1,145,47.9,2.0
7371,6,2019,44990,3,2700,1,145,36.2,3.0
7373,5,2019,28990,1,9200,3,145,37.7,2.0
7374,4,2019,23990,2,4400,3,145,38.2,2.0
7375,5,2019,26990,1,6000,3,145,39.8,2.0
7376,4,2019,29990,1,6000,1,145,49.6,2.0
7377,4,2019,27990,1,6000,1,145,45.6,2.0
7378,4,2019,30990,1,8000,1,145,44.8,2.0
6321,5,2019,27950,3,2888,3,145,40.4,2.0
6320,5,2019,29950,3,2888,3,145,39.8,2.0
6318,3,2019,21900,1,6000,1,145,51.4,2.0
4397,26,2019,29495,3,9255,3,150,34.9,2.0
7385,9,2019,24450,3,12500,3,145,40.9,1.5
7386,10,2019,28990,3,5500,1,145,40.9,2.0
3810,12,2019,50000,3,9706,1,145,33.2,3.0
7388,6,2019,28990,3,7000,1,150,47.9,2.0
3809,9,2019,30000,3,3059,3,145,33.2,2.0
7390,3,2019,22890,3,11000,3,150,42.2,1.5
4398,11,2019,31995,3,12413,1,150,38.2,2.0
7392,4,2019,29990,3,9000,1,150,44.1,2.0
3808,3,2019,20000,1,11486,1,145,54.3,1.6
7367,1,2019,22400,3,3464,3,145,47.1,1.0
7366,9,2019,25490,3,8100,3,145,40.9,1.5
7365,9,2019,30990,1,9400,3,145,33.2,2.0
6322,12,2019,41950,1,16000,1,145,33.6,3.0
6332,4,2019,24900,1,6647,1,145,46.3,2.0
3833,3,2019,20000,1,5000,1,145,54.3,1.6
3832,3,2019,33500,1,9784,3,145,33.2,2.0
6331,6,2019,32900,1,8012,1,145,45.6,2.0
6330,9,2019,19900,2,11286,3,145,42.8,1.5
7341,5,2019,31990,1,5000,3,145,37.2,2.0
3831,3,2019,24000,3,4500,1,145,50.4,2.0
7343,9,2019,23490,1,10600,3,145,40.9,1.5
6329,4,2019,22750,1,4797,3,145,39.2,2.0
7345,1,2019,17890,3,11000,3,150,48.7,1.0
6328,10,2019,25250,2,12236,3,145,39.8,1.5
6334,11,2019,39900,1,26,3,145,32.1,2.0
6327,5,2019,26250,2,7601,3,145,37.7,2.0
6326,5,2019,27900,1,9076,1,145,45.6,2.0
