,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9389,26,2014,11990,2,60000,3,165,44.1,1.8
2035,4,2014,12898,2,43012,1,150,55.4,2.0
8683,3,2014,10800,2,44015,1,20,67.3,2.0
8685,3,2014,9300,2,46302,3,30,57.6,1.2
3898,26,2014,12990,3,45492,1,165,51.4,2.0
252,3,2014,10985,1,10534,3,30,56.5,1.2
8326,1,2014,7875,2,70796,3,30,55.4,1.2
1241,6,2014,13498,2,69410,1,125,57.6,2.0
798,6,2014,18498,3,36223,1,235,44.8,3.0
7222,10,2014,14495,2,41800,1,165,49.6,2.0
7969,3,2014,7490,2,44000,1,0,74.3,1.6
4724,3,2014,14102,3,56732,1,125,57.6,2.0
9767,5,2014,12475,2,55000,1,30,61.4,2.0
8098,6,2014,14499,1,45295,1,30,64.2,2.0
7068,3,2014,13450,3,32126,3,20,60.1,1.4
3212,3,2014,13950,1,18258,3,20,60.1,1.4
7681,3,2014,11650,2,22014,3,145,48.7,1.8
2456,5,2014,13095,2,30884,1,30,60.1,2.0
2443,10,2014,9992,2,69944,1,145,54.3,2.0
10519,12,2014,19250,1,33532,1,305,39.2,3.0
4791,5,2014,12490,3,49353,3,145,48.7,1.8
7074,11,2014,24250,3,22789,3,265,35.8,2.0
2189,11,2014,15547,2,44735,3,235,37.7,2.0
10518,5,2014,9995,2,82000,1,20,64.2,2.0
8553,3,2014,7699,2,81008,1,20,68.9,2.0
9132,1,2014,8999,2,71836,3,30,57.6,1.4
8095,10,2014,12499,2,46621,1,145,54.3,2.0
3023,1,2014,8999,2,40000,3,125,53.3,1.4
9696,5,2014,12699,1,69212,1,125,60.1,2.0
10515,10,2014,13995,2,28000,1,135,54.3,2.0
9698,11,2014,19999,1,37459,3,260,35.8,2.0
1569,11,2014,14888,2,60173,1,205,47.9,2.0
1570,3,2014,11444,2,30126,1,20,68.9,2.0
9701,3,2014,10799,1,44880,3,30,56.5,1.4
7685,4,2014,14950,1,33894,1,200,47.1,0.0
1574,1,2014,9390,2,36478,3,125,52.3,1.4
1575,26,2014,16990,2,25414,3,150,47.9,2.0
2442,10,2014,12792,3,42846,1,200,47.9,2.0
2180,3,2014,10995,2,42450,3,20,60.1,1.4
9712,5,2014,12199,1,57873,1,125,58.9,2.0
2072,3,2014,8280,2,81457,1,0,74.3,1.6
3605,4,2014,11495,2,42000,1,30,64.2,2.0
9126,4,2014,10100,2,77701,1,125,57.6,2.0
7013,4,2014,12990,3,61000,1,125,58.9,2.0
146,4,2014,11950,2,60604,1,20,67.3,2.0
8558,3,2014,9895,2,94410,3,30,58.9,1.4
9639,1,2014,7475,2,70000,1,0,74.3,1.6
9640,12,2014,22995,3,34000,1,555,28.5,4.1
2089,3,2014,11690,2,33000,3,30,57.6,1.2
3988,3,2014,7690,2,77430,1,0,74.3,1.6
9629,5,2014,10990,2,78812,1,30,61.4,2.0
2451,3,2014,11863,2,47606,3,30,57.6,1.2
123,4,2014,11700,2,31376,1,125,58.9,2.0
8027,3,2014,11137,2,55000,1,20,68.9,2.0
3992,4,2014,11499,2,42892,1,30,65.7,2.0
8301,3,2014,14525,1,24076,3,125,50.4,1.8
3629,10,2014,14000,2,41605,3,145,47.9,1.4
116,7,2014,19500,1,55774,1,235,44.8,3.0
9672,3,2014,9999,2,39828,3,30,57.6,1.2
2183,4,2014,10995,3,48500,1,125,58.9,2.0
9656,1,2014,8275,2,60000,3,125,52.3,1.4
4758,16,2014,24990,3,70823,3,555,26.4,4.2
1116,11,2014,15998,3,25242,1,200,47.1,2.0
9660,4,2014,10475,2,75261,1,125,60.1,2.0
9661,4,2014,9999,2,51514,1,30,62.8,2.0
3104,5,2014,9980,2,76101,1,30,64.2,2.0
9663,5,2014,8999,1,83587,1,145,53.3,2.0
3618,11,2014,23995,3,35025,1,260,41.5,3.0
1528,6,2014,10917,2,80050,1,125,57.6,2.0
10529,6,2014,13999,1,51400,1,150,56.5,2.0
7985,5,2014,12850,2,95000,1,30,61.4,2.0
1122,10,2014,15698,2,26728,1,160,50.4,2.0
8250,3,2014,8492,2,119000,1,20,68.9,2.0
3634,10,2014,13971,3,69416,1,200,47.9,2.0
164,3,2014,11600,2,43662,1,20,67.3,2.0
10575,4,2014,14000,1,17803,3,200,42.2,2.0
3015,10,2014,15322,2,38322,3,145,47.9,1.4
5214,6,2014,15000,3,29074,1,145,55.4,2.0
3572,4,2014,10291,3,65203,1,125,58.9,2.0
7798,3,2014,11490,2,58409,3,125,53.3,1.4
3295,6,2014,10100,3,64458,1,30,64.2,2.0
2740,10,2014,15490,2,49268,3,235,38.7,2.0
4072,1,2014,6795,2,72677,1,0,74.3,1.6
8711,7,2014,19800,3,29319,1,145,54.3,3.0
5198,1,2014,10990,2,50500,1,20,68.9,2.0
1626,11,2014,12995,2,55292,1,205,47.9,2.0
9758,26,2014,19995,2,27400,3,265,35.8,2.0
8537,3,2014,7599,2,50416,1,0,74.3,1.6
945,12,2014,20498,3,43209,1,300,38.2,3.0
8315,6,2014,15999,1,30603,1,30,64.2,2.0
1506,6,2014,17998,3,57525,1,235,44.8,3.0
9199,10,2014,12195,1,53540,1,205,47.9,2.0
2115,6,2014,13491,3,52419,1,30,64.2,2.0
5411,3,2014,10999,2,33703,3,20,60.1,1.4
8573,6,2014,13500,1,92160,1,200,44.8,3.0
9099,5,2014,12690,2,74074,1,145,55.4,2.0
8316,10,2014,14799,1,29998,1,200,47.9,2.0
7970,4,2014,11490,2,52000,1,30,61.4,2.0
3565,7,2014,17999,3,44247,1,235,44.8,3.0
8293,1,2014,10399,2,34452,3,125,52.3,1.4
3035,3,2014,11941,3,55364,1,30,62.8,2.0
86,1,2014,10000,2,28324,3,125,53.3,1.4
10436,12,2014,24000,1,28310,1,300,38.2,3.0
5181,4,2014,13141,3,28510,1,125,57.6,2.0
7127,11,2014,19950,3,38628,1,200,47.1,2.0
6914,10,2014,18799,3,33650,3,260,36.7,2.0
3668,10,2014,13000,2,65710,1,165,49.6,2.0
9749,6,2014,13794,1,56292,1,150,55.4,2.0
9554,3,2014,10950,2,50652,1,0,74.3,1.6
7689,14,2014,58450,1,35000,3,570,21.9,5.2
9578,3,2014,12950,2,28181,3,30,57.6,1.2
7603,3,2014,12750,2,50143,1,20,68.9,2.0
8088,3,2014,8244,2,86092,1,0,74.3,1.6
1007,3,2014,8698,3,87151,1,30,62.8,2.0
7592,3,2014,12490,2,42000,1,0,74.3,1.6
3590,6,2014,10100,3,64460,1,30,64.2,2.0
167,11,2014,17100,2,52267,3,235,37.7,2.0
4053,4,2014,9495,2,80909,1,125,58.9,2.0
168,3,2014,11498,3,40807,3,125,50.4,1.8
169,10,2014,11698,2,65959,1,160,49.6,2.0
9723,4,2014,12995,1,45411,1,125,58.9,2.0
170,11,2014,18998,3,47648,3,260,35.8,2.0
9576,1,2014,11950,2,28061,3,20,60.1,1.4
8031,3,2014,9990,2,49000,1,20,68.9,2.0
4055,4,2014,14490,3,50041,1,205,45.6,3.0
1516,5,2014,16990,3,43605,3,300,34.9,3.0
10501,5,2014,12999,1,92764,1,145,53.3,2.0
178,5,2014,13998,3,52132,1,160,49.6,3.0
3587,1,2014,10291,2,30287,3,125,53.3,1.4
3950,12,2014,19750,3,54853,1,305,38.2,3.0
3585,5,2014,11991,2,44998,3,145,49.6,1.8
8784,5,2014,14800,2,33507,1,30,61.4,2.0
9737,12,2014,25449,1,30500,1,280,38.2,3.0
7974,4,2014,9499,2,49792,1,30,64.2,2.0
10477,1,2014,9495,3,48904,3,125,53.3,1.4
9558,1,2014,12450,2,23000,1,0,74.3,1.6
3099,1,2014,10595,3,66883,3,30,57.6,1.4
1611,6,2014,12498,2,44219,1,30,62.8,2.0
10433,18,2014,38444,1,58000,3,555,28.8,4.0
3633,6,2014,11497,1,73885,1,145,55.4,3.0
8176,5,2014,14989,1,57099,1,125,58.9,2.0
6659,11,2014,21995,3,49875,1,260,41.5,3.0
2614,10,2014,9950,2,83412,1,150,54.3,2.0
1323,6,2014,12995,3,82500,1,145,54.3,3.0
4879,3,2014,15000,3,24597,2,0,188.3,1.4
8407,3,2014,11499,2,31036,1,20,67.3,2.0
1849,5,2014,12995,3,83468,1,150,53.3,2.0
2820,1,2014,9720,2,62871,3,20,60.1,1.4
580,11,2014,19995,3,50500,1,235,44.1,3.0
8054,10,2014,9990,2,58000,1,145,54.3,2.0
8053,5,2014,11990,2,48000,1,125,57.6,2.0
4420,1,2014,9990,2,70654,1,0,74.3,1.6
2619,10,2014,12210,2,63998,1,160,50.4,2.0
35,10,2014,12300,1,43195,1,200,47.9,2.0
7423,4,2014,9750,1,57800,1,125,58.9,2.0
8962,3,2014,14299,1,36746,1,125,57.6,2.0
8052,5,2014,9990,1,88000,1,125,58.9,2.0
9303,4,2014,13790,2,57120,1,30,61.4,2.0
5752,5,2014,15450,3,48792,1,125,58.9,2.0
2145,3,2014,8895,2,50262,1,0,74.3,1.6
8280,3,2014,8492,2,119000,1,20,68.9,2.0
3409,5,2014,10345,2,49030,1,30,64.2,2.0
8396,11,2014,13525,2,63000,3,235,37.7,2.0
32,10,2014,15000,1,39190,1,205,47.9,2.0
6139,6,2014,15470,3,50100,1,30,64.2,2.0
4442,16,2014,26490,3,58460,3,555,26.4,4.2
554,1,2014,13995,3,15300,3,125,53.3,1.4
4444,6,2014,15990,3,40678,1,20,67.3,2.0
6131,10,2014,14970,3,33178,1,205,47.9,2.0
8210,3,2014,11990,1,73822,1,125,57.6,2.0
8225,12,2014,18940,1,60634,1,300,38.2,3.0
8970,6,2014,12295,2,64880,1,30,62.8,2.0
6101,5,2014,14745,3,39018,1,145,53.3,2.0
7913,1,2014,6490,2,80000,1,20,68.9,2.0
3164,4,2014,20452,3,49688,3,300,33.6,3.0
2133,5,2014,12240,3,65555,1,125,60.1,2.0
5685,3,2014,12995,2,38555,3,20,60.1,1.4
2589,1,2014,8950,2,47050,3,125,53.3,1.4
2134,3,2014,13299,2,24003,3,30,54.3,1.4
3075,7,2014,14086,1,61140,1,200,47.9,3.0
6430,10,2014,14995,3,25440,3,150,45.6,1.4
8990,3,2014,10485,2,28801,3,30,57.6,1.2
2690,3,2014,13498,2,21238,3,20,60.1,1.4
8888,3,2014,9795,2,93060,1,20,67.3,2.0
6407,1,2014,10490,3,18753,3,20,60.1,1.4
8747,4,2014,12800,2,41921,1,30,61.4,2.0
2596,10,2014,12498,3,55680,1,200,47.9,2.0
8984,4,2014,8599,2,77111,1,30,65.7,2.0
8890,5,2014,11795,2,60670,1,145,55.4,2.0
341,5,2014,16000,3,75159,3,260,34.9,3.0
8415,4,2014,11644,2,53785,1,30,62.8,2.0
342,10,2014,14998,3,33842,1,200,47.9,2.0
7406,4,2014,9495,2,105100,1,30,62.8,2.0
3435,3,2014,14998,3,25256,1,30,64.2,2.0
2941,4,2014,12470,2,40276,1,30,62.8,2.0
8750,24,2014,19400,1,69682,1,260,41.5,3.0
8108,5,2014,12199,1,62675,1,125,57.6,3.0
607,11,2014,16000,2,46622,1,205,47.9,2.0
2138,26,2014,12995,3,42000,3,165,44.1,1.8
7411,4,2014,10995,2,51000,1,30,61.4,2.0
2606,3,2014,8695,2,55000,1,0,74.3,1.6
7413,5,2014,13750,2,55982,1,145,55.4,2.0
2608,6,2014,12691,3,84000,1,205,44.8,3.0
10257,1,2014,6900,2,90000,1,0,74.3,1.6
43,5,2014,13200,1,83872,1,125,58.9,2.0
10652,1,2014,9995,2,54000,3,30,55.4,1.2
2629,6,2014,11498,3,78801,1,30,64.2,2.0
7874,11,2014,17775,1,96753,1,265,41.5,3.0
7448,3,2014,12499,2,54816,3,125,53.3,1.4
4967,18,2014,40990,1,63476,3,555,28.8,4.0
5922,1,2014,12990,2,13442,3,125,52.3,1.4
8222,3,2014,8770,3,78699,1,20,72.4,1.6
10218,11,2014,19950,1,31751,3,260,35.8,2.0
9273,6,2014,11500,2,75550,1,30,62.8,2.0
414,11,2014,19995,2,36970,1,200,47.9,2.0
9272,5,2014,11000,2,111460,1,30,61.4,2.0
8932,3,2014,10750,3,56000,1,20,72.4,1.6
10160,1,2014,10995,2,36000,3,125,52.3,1.4
10203,10,2014,15880,1,19000,1,200,47.9,2.0
425,5,2014,11998,2,49640,1,30,64.2,2.0
8930,4,2014,9495,2,59595,1,30,65.7,2.0
10170,1,2014,10795,2,27427,1,20,68.9,2.0
2226,1,2014,13750,3,24900,3,20,60.1,1.4
10201,7,2014,14480,1,75000,1,200,48.7,3.0
1912,1,2014,8290,2,68037,3,125,53.3,1.4
1913,11,2014,22490,3,46186,1,265,41.5,3.0
2659,4,2014,14995,3,38851,1,125,57.6,2.0
7889,3,2014,13700,2,49000,3,20,60.1,1.4
8014,3,2014,9284,2,52561,1,20,68.9,2.0
2657,3,2014,11290,2,32055,3,20,60.1,1.4
3759,5,2014,9990,2,66992,1,30,61.4,2.0
2159,10,2014,15995,3,24000,3,265,36.7,2.0
1918,3,2014,8600,2,73722,3,30,57.6,1.2
7887,20,2014,17500,3,63000,3,200,40.9,2.0
7455,5,2014,9995,1,90000,1,125,58.9,2.0
10187,19,2014,33490,1,56000,3,555,28.8,4.0
2914,11,2014,18962,3,43888,1,235,44.1,3.0
4976,14,2014,51990,3,19800,3,570,22.8,4.2
10221,22,2014,18950,3,32000,3,260,36.7,3.0
3079,11,2014,15490,3,69798,1,200,47.1,2.0
8940,17,2014,26995,1,49989,3,555,26.4,4.2
8393,10,2014,14599,2,33679,1,160,50.4,2.0
6012,1,2014,10700,2,35700,3,125,52.3,1.4
7475,14,2014,59990,1,31930,3,580,21.9,5.2
3777,10,2014,11140,2,42944,1,145,54.3,2.0
8947,3,2014,9395,2,48000,1,0,74.3,1.6
374,1,2014,11995,2,24764,1,0,74.3,1.6
5979,11,2014,23900,1,46987,1,260,41.5,3.0
4493,3,2014,15490,1,24597,2,0,188.3,1.4
375,1,2014,11995,2,26141,3,125,53.3,1.4
4889,11,2014,25000,3,34503,1,260,41.5,3.0
8944,11,2014,18995,2,16675,1,200,47.9,2.0
2638,11,2014,21498,3,66188,1,265,41.5,3.0
10101,11,2014,17800,1,41478,1,200,47.1,2.0
1885,10,2014,11495,2,75848,1,165,49.6,2.0
1299,1,2014,7956,2,47000,1,0,74.3,1.6
8386,1,2014,13499,2,55433,3,200,40.4,2.0
19,10,2014,17000,2,34110,3,145,47.9,1.4
7440,4,2014,8500,1,96000,1,150,53.3,2.0
10237,5,2014,16948,1,50000,1,165,49.6,3.0
3366,4,2014,12750,3,44488,1,150,53.3,2.0
17,3,2014,13900,1,30516,3,30,56.5,1.4
8769,1,2014,9200,2,53900,3,20,60.1,1.4
8756,1,2014,11400,3,18954,3,125,53.3,1.4
8036,5,2014,14939,1,61346,1,160,49.6,3.0
5937,11,2014,17500,2,41034,1,200,47.9,2.0
8266,3,2014,7491,2,107000,1,20,67.3,2.0
2154,1,2014,7951,2,53291,1,0,74.3,1.6
1392,6,2014,14798,3,40700,1,30,64.2,2.0
5929,12,2014,24500,3,37252,1,300,39.2,3.0
1895,8,2014,17790,1,48399,1,200,47.1,3.0
10106,5,2014,14000,1,47600,1,145,56.5,2.0
6452,10,2014,14495,3,30000,3,145,45.6,1.4
3444,4,2014,11798,2,51529,1,30,62.8,2.0
2091,17,2014,23400,3,39210,3,555,26.9,4.2
9246,1,2014,9290,2,42869,3,30,55.4,1.2
7826,4,2014,13975,2,36790,1,30,61.4,2.0
3065,10,2014,13549,2,38240,1,145,54.3,2.0
3472,10,2014,13991,3,50000,1,205,47.9,2.0
9894,3,2014,5500,2,87000,1,0,74.3,1.6
8343,3,2014,17499,1,37357,3,200,40.9,2.0
9374,3,2014,11990,2,47000,1,20,67.3,2.0
9941,10,2014,11500,2,72890,1,145,54.3,2.0
3471,26,2014,10891,2,56000,3,165,44.1,1.8
8882,4,2014,11295,1,107200,1,200,47.9,3.0
2376,1,2014,9790,2,44202,3,30,55.4,1.2
4234,1,2014,8900,2,35768,3,125,52.3,1.4
7827,12,2014,21975,1,47522,1,300,38.2,3.0
3196,11,2014,18990,1,72562,1,260,41.5,3.0
2128,10,2014,13990,2,55735,1,160,49.6,2.0
304,10,2014,14500,3,35423,1,200,47.9,2.0
2969,3,2014,10582,2,24055,1,20,68.9,2.0
3825,3,2014,13580,3,40490,3,20,60.1,1.4
2787,3,2014,13995,2,22800,3,30,55.4,1.4
7830,3,2014,9795,2,91395,1,20,68.9,2.0
2552,5,2014,12285,3,66900,1,125,58.9,2.0
7806,11,2014,16990,1,42427,1,200,47.1,2.0
313,3,2014,11850,2,50900,1,20,68.9,2.0
9243,4,2014,9000,2,77590,1,30,64.2,2.0
4292,1,2014,10995,2,51808,1,0,74.3,1.6
9919,10,2014,16499,2,20255,3,235,38.7,2.0
1435,11,2014,17995,2,46573,3,240,37.7,2.0
711,10,2014,12595,2,52006,1,145,54.3,2.0
7815,7,2014,19975,1,58732,1,235,44.8,3.0
8877,4,2014,7195,2,124460,1,145,55.4,2.0
3067,11,2014,18420,1,95001,1,260,41.5,3.0
7334,3,2014,12990,2,53134,3,20,60.1,1.4
9021,4,2014,11941,2,48548,1,30,62.8,2.0
8179,7,2014,14840,1,69743,1,200,47.9,3.0
7811,10,2014,10990,2,62926,1,160,49.6,2.0
7496,1,2014,15999,2,34925,3,235,39.8,2.0
7810,6,2014,12490,2,38854,1,30,62.8,2.0
6620,5,2014,13350,3,52140,1,145,56.5,2.0
6455,3,2014,10895,3,33000,1,20,72.4,1.6
9905,3,2014,7869,2,72591,1,0,74.3,1.6
308,10,2014,12000,2,79389,1,165,50.4,2.0
8671,18,2014,44491,1,43752,3,555,28.8,4.0
9931,3,2014,10799,1,79427,1,20,72.4,1.6
4284,4,2014,11995,3,51120,1,125,58.9,2.0
4285,5,2014,12020,2,23550,3,145,49.6,1.8
10284,10,2014,11500,2,73362,1,150,54.3,2.0
7925,7,2014,16990,1,57000,1,200,48.7,3.0
8878,3,2014,11495,1,60770,1,30,64.2,2.0
10277,3,2014,8400,2,55210,1,0,74.3,1.6
2968,5,2014,14810,3,55800,1,125,58.9,2.0
1258,1,2014,8998,2,48330,3,125,52.3,1.4
754,3,2014,7898,3,88130,1,30,64.2,2.0
8867,10,2014,13000,1,38403,1,200,47.9,2.0
8195,11,2014,18499,2,37245,3,235,37.7,2.0
8741,24,2014,22200,1,40000,1,260,41.5,3.0
7495,3,2014,13999,2,35093,3,30,54.3,1.4
7940,6,2014,14490,1,63000,1,200,47.9,3.0
3462,11,2014,14790,2,65374,1,200,47.9,2.0
7942,1,2014,5990,2,78000,1,0,74.3,1.6
9950,3,2014,11679,2,75269,1,20,68.9,2.0
9872,3,2014,7499,2,81000,1,0,74.3,1.6
4212,1,2014,10398,2,24856,3,125,52.3,1.4
657,1,2014,11998,2,23015,3,20,60.1,1.4
8427,11,2014,16999,1,39358,1,200,47.1,2.0
8780,3,2014,17450,3,51541,3,200,40.9,2.0
57,1,2014,11000,2,34315,3,125,53.3,1.4
5585,6,2014,16450,3,57700,1,30,61.4,2.0
2205,10,2014,12995,3,53000,1,200,47.9,2.0
1250,11,2014,14498,2,73874,1,200,47.9,2.0
1288,5,2014,12551,2,48500,1,30,60.1,2.0
1257,6,2014,16298,3,75125,1,235,44.8,3.0
6658,4,2014,10495,3,54713,1,125,58.9,2.0
1248,10,2014,12998,2,33071,3,145,47.9,1.4
9240,10,2014,13295,2,55150,1,160,50.4,2.0
1445,6,2014,13498,2,52037,1,125,57.6,2.0
9885,6,2014,14000,1,56220,1,30,64.2,2.0
8884,5,2014,14000,2,53460,1,30,60.1,2.0
3822,16,2014,23491,1,61892,3,555,26.4,4.2
3150,11,2014,21572,3,12318,1,200,47.1,2.0
7923,4,2014,9990,2,77000,1,30,62.8,2.0
1253,3,2014,11995,2,24175,3,20,60.1,1.4
328,3,2014,16485,2,25764,3,200,40.4,2.0
8883,4,2014,8795,2,104290,1,125,60.1,2.0
6485,5,2014,13495,2,31650,3,150,49.6,1.8
3645,11,2015,15770,2,49313,3,235,37.7,2.0
7510,10,2015,18990,1,32500,3,205,40.4,2.0
7525,11,2015,23900,3,48389,1,240,42.8,3.0
8679,10,2015,15950,2,47178,1,165,49.6,2.0
8012,3,2015,10990,2,37000,1,0,74.3,1.6
2169,1,2015,12400,2,18200,1,0,80.7,1.6
3235,1,2015,13499,2,33769,3,30,55.4,1.4
1461,1,2015,10498,2,41015,3,0,67.3,1.0
1459,11,2015,18798,2,42180,1,200,47.9,2.0
9238,3,2015,10000,2,103370,3,20,60.1,1.4
1460,11,2015,20498,2,20274,1,200,47.9,2.0
8106,26,2015,16000,2,43724,1,20,67.3,2.0
7511,3,2015,11499,2,41173,3,125,53.3,1.4
2098,8,2015,19999,3,52891,1,205,47.9,3.0
3752,5,2015,15990,3,37841,1,150,53.3,2.0
2156,10,2015,12750,2,78962,1,125,60.1,2.0
2124,10,2015,14791,3,49652,1,150,54.3,2.0
2096,1,2015,14730,2,42255,3,235,39.8,2.0
9257,4,2015,11295,2,68260,1,30,62.8,2.0
8013,1,2015,11217,2,54802,3,30,55.4,1.4
1447,1,2015,9898,2,40170,3,30,57.6,1.4
1443,10,2015,14498,2,55259,1,125,60.1,2.0
7991,1,2015,12096,2,28974,3,30,56.5,1.4
7653,6,2015,15990,1,41800,1,20,67.3,2.0
1384,5,2015,12990,1,43811,1,125,58.9,2.0
2100,1,2015,13500,3,37231,3,30,56.5,1.4
9242,11,2015,17000,1,73010,1,200,47.1,2.0
1393,1,2015,9298,2,43440,1,0,80.7,1.6
8105,10,2015,12249,2,54775,1,30,61.4,2.0
1456,3,2015,14298,3,5322,3,30,58.9,1.4
7513,11,2015,19990,1,44523,1,235,44.1,3.0
9259,10,2015,10500,2,120860,1,125,60.1,2.0
2126,8,2015,19499,3,54174,1,205,47.9,3.0
9241,6,2015,11695,1,96230,1,30,64.2,2.0
1395,1,2015,15995,2,19523,3,205,40.4,2.0
1418,5,2015,13890,3,66500,1,125,58.9,2.0
3701,11,2015,20499,2,24380,1,200,47.9,2.0
7569,6,2015,15990,2,24000,1,30,64.2,2.0
8007,3,2015,6990,2,79000,1,20,70.6,1.6
8814,3,2015,13800,2,49359,1,20,67.3,2.0
7533,4,2015,14990,2,46000,1,30,61.4,2.0
2168,10,2015,17250,2,21350,1,160,49.6,2.0
8024,3,2015,19999,1,26670,3,200,40.9,2.0
3684,1,2015,10170,2,26549,3,0,67.3,1.0
9216,26,2015,17290,2,46940,3,145,47.9,2.0
3685,3,2015,10500,2,46893,1,20,68.9,2.0
1411,5,2015,15698,3,35177,1,125,58.9,2.0
8795,3,2015,9800,2,40573,1,0,74.3,1.6
1410,1,2015,10498,2,21396,3,0,67.3,1.0
1483,10,2015,16698,2,32914,1,145,52.3,2.0
2111,5,2015,14498,3,24848,1,125,58.9,2.0
9218,1,2015,10799,2,22266,3,30,55.4,1.4
9201,3,2015,7295,2,104460,1,0,83.1,1.6
1425,1,2015,11295,2,39502,3,30,58.9,1.4
3673,6,2015,16750,3,42838,1,30,64.2,2.0
1412,1,2015,10198,2,36910,3,0,67.3,1.0
8006,3,2015,10990,1,70000,3,30,57.6,1.4
9250,24,2015,20000,1,82820,1,260,41.5,3.0
9212,10,2015,14490,2,38497,1,30,61.4,2.0
1420,6,2015,13198,1,91593,1,20,67.3,2.0
1417,3,2015,11385,2,45000,1,20,72.4,1.6
9203,3,2015,8695,2,91400,1,20,67.3,2.0
1494,10,2015,15998,2,43734,1,145,52.3,2.0
1416,4,2015,13995,2,55036,1,125,58.9,2.0
3677,4,2015,14500,2,58774,1,160,50.4,2.0
8670,3,2015,8395,1,74369,1,30,62.8,2.0
1421,26,2015,13898,2,60362,1,30,62.8,2.0
3676,1,2015,9313,2,36796,3,0,67.3,1.0
2339,11,2015,22797,3,39378,1,265,41.5,3.0
2135,3,2015,13480,2,45427,3,125,52.3,1.4
2130,26,2015,16842,2,31208,3,150,47.9,2.0
3220,6,2015,18498,3,82725,1,145,54.3,3.0
2139,1,2015,11295,2,44500,1,0,80.7,1.6
2109,1,2015,10950,2,48299,3,30,57.6,1.4
1428,10,2015,15798,2,26308,1,145,56.5,2.0
8002,1,2015,11225,1,37553,3,30,57.6,1.4
1433,3,2015,14298,3,43793,1,125,61.4,2.0
7593,18,2015,44944,1,35000,3,325,29.4,4.0
3094,11,2015,20176,1,23530,1,200,47.1,2.0
9245,26,2015,16490,2,50500,3,160,46.3,2.0
3223,1,2015,9397,2,52200,3,30,57.6,1.4
7619,6,2015,24450,1,31224,1,160,50.4,3.0
1523,6,2015,17498,2,38431,1,30,61.4,2.0
3696,1,2015,10499,2,57179,3,30,56.5,1.4
3646,10,2015,16700,3,32103,3,150,47.9,1.4
2149,3,2015,10930,2,41683,3,20,58.9,1.4
8819,1,2015,12800,1,34076,1,0,76.3,1.6
